item_resref,item_type,item_type_symbol,visual_layer,animation_code_raw_hex,animation_code,animation_code_valid,body_armor_code,source_bif,locator,source_sha256,candidate_family_count,compatible_animation_count,compatible_animation_ids,candidate_bam_prefixes,resolved_bam_prefixes,unresolved_bam_prefixes,pipeline_ready_prefixes,override_collision,blocker
CLCK29,2,ARMOR,body,3357,3W,yes,3,data/Items.bif,0x001001A2,3FCE0887CFCFF3F97241F1527A905321D5D055EF22A4920245827B263F7F0FA3,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,no,
CLCK30,32,CLOAK,,2020,,no,,data/Items.bif,0x001001A3,4A77AD69EBF488D13A5CFEBCAB403CDB06532CE59A3E4ADA686B55DF89C20B07,0,0,,,,,,no,
CLCK31,32,CLOAK,,2020,,no,,data/25Items.bif,0x0840006C,C39D008D8F1DB5D3EDD867D8D9AA33875DBB42630E43242CDF4163FBF1ABF03B,0,0,,,,,,no,
CLCK32,32,CLOAK,,2020,,no,,data/25Items.bif,0x0840006D,E922C174C0A0EF77990CB37D2E2E4B0B5EA754E46E03C64ACC6AA753B487767E,0,0,,,,,,no,
CLOLTH,2,ARMOR,body,3341,3A,yes,3,data/Items.bif,0x001001A4,695ACCBF8EC1D49FEB43F4923405ABAE202A31F10CA38B3B191D0EA48B20C10B,76,76,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,,CDFB3;CDFT3;CDFW3;CDMB3;CDMT3;CDMW3;CEFB3;CEFT3;CEFW3;CEMB3;CEMT3;CEMW3;CHFB3;CHFT3;CHFW3;CHMB3;CHMT3;CHMW3;CIFB3;CIFT3;CIMB3;CIMT3,no,
CLOWN,32,CLOAK,,2020,,no,,data/Items.bif,0x001001A5,760D0B8908FC08A2175D3F20A1758092657AF867CD235FF3AC7C7AC5A7B23461,0,0,,,,,,no,
COMPB05,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001A6,1458401922CC80C8E8D0DD6AB3D76569C370FF00CBAA2972E781897F332BAA29,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPB06,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001A7,95EEA63A80E7FA49C11ADAD46E298355DF50899D9398EA717AE04C485B7CAB58,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPB08,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001A8,0A01ED15081FF0187213A790533B6F601B022A3A6B1A779BB1E2C13E4524B647,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPB14,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001A9,EFFABD957B258B7FAB55B6AB132F4CBD0E31FC118BEA5FE7F4F51843CA1C698B,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPB15,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001AA,C554631AD6F0091F047B3CBA46647F66445C7145D2FC899FACAAE6AD0317F96E,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPB18,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001AB,8485929A7239DD879EEAAE417636F2E55CE50DBC0279F1CB456E629D928C5217,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPB19,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001AC,A2CDB296F9C025B02C55B8522EE6E0BA8CE2B9AAA10B6784838AB3B6FBE9B463,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPB20,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001AD,521453AB0B99DDACE8421E3A8AD1C9825FF312FFDD844B1859F960510213602C,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPB21,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001AE,49E0F5017AE54A7037628AD37D54EC66B436C5CEF42AAAB4AC0AB5E8E9B8A8DF,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPB26,15,BOW,weapon,4257,BW,yes,,data/Items.bif,0x001001AF,81B9C7E18AF5BD97F38FB7DABDBB08415A7381F76BBBC03C5621ACC7B3989235,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLBW;WQMBW;WQNBW;WQSBW,WQLBW;WQMBW;WQNBW;WQSBW,,WQLBW;WQMBW;WQNBW;WQSBW,no,
COMPON01,0,MISC,,2020,,no,,data/25Items.bif,0x0840006E,96B254A1CCFE45981D6A40BAF1AA18333244C6C71C2FDCA295A53796483A17A8,0,0,,,,,,no,
COMPON02,0,MISC,,2020,,no,,data/25Items.bif,0x0840006F,3AFA47320C8FFD424DD77E7A9E469D336234555BB5B71383E4AA8E08F85B71F5,0,0,,,,,,no,
COMPON03,0,MISC,,2020,,no,,data/25Items.bif,0x08400070,731AA52D5C60E35B7FDBD0DC8B8C833EC7FE5F2DAD6E534756C2D9E2887B1E29,0,0,,,,,,no,
COMPON04,0,MISC,,2020,,no,,data/25Items.bif,0x08400071,AE6EB1246A4ACD61410936C09B46EFBE5DD648C10AD044CAB673720ECB061EB5,0,0,,,,,,no,
COMPON05,7,HELMET,helmet,4A39,J9,yes,,data/25Items.bif,0x08400072,515D7E376F2C333D77F42DBE22F6C643C37D09842E28B1AA31EA444EE22EE811,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLJ9;WQMJ9;WQNJ9;WQSJ9,WQLJ9;WQMJ9;WQNJ9;WQSJ9,,WQLJ9;WQMJ9;WQNJ9;WQSJ9,no,
COMPON06,0,MISC,,2020,,no,,data/25Items.bif,0x08400073,83559AB1670F9D65448AF04BC7BA9B7AEEF9950F84A10871393750DA1CD20EC2,0,0,,,,,,no,
COMPON07,0,MISC,,2020,,no,,data/25Items.bif,0x08400074,13EF589EE19FCB2059D8F08A3D407479D5147D346C0535917EF55813D9B9AB1A,0,0,,,,,,no,
COMPON08,0,MISC,,2020,,no,,data/25Items.bif,0x08400075,4A3C0A05BD97B9E3165FFF296FF73B8156FB5540DB9C9AA3CF04982AD4C6CEB2,0,0,,,,,,no,
COMPON09,34,GEM,,2020,,no,,data/25Items.bif,0x08400076,1D001C89735BEFBFC1B8924F86BF2BC1CAAE067F83583637095DE2241FC4AE80,0,0,,,,,,no,
COMPON10,0,MISC,,2020,,no,,data/25Items.bif,0x08400077,58EC0971D35E20BBDBEFE212879E7150D2AC09DD1A6590A04E9D3DA104981357,0,0,,,,,,no,
COMPON11,1,AMULET,,2020,,no,,data/25Items.bif,0x08400078,C40E6CC238C78C95FD75C03BD9FCFD4AACDB9E477952118D76C21C337A39CDB6,0,0,,,,,,no,
COMPON12,0,MISC,,2020,,no,,data/25Items.bif,0x08400079,D3EF50B6126A89D085711D8A374D53ABE2A4D29D56AD66CA65E73B32716658A9,0,0,,,,,,no,
COMPON13,0,MISC,,2020,,no,,data/25Items.bif,0x0840007A,C4295E8E996BE3F9973E1F70A9F6D8420E4FC4077B8EE0DE3E758FBDD6B82BDF,0,0,,,,,,no,
COMPON14,0,MISC,,2020,,no,,data/25Items.bif,0x0840007B,A767C7C46FD3C31A7C9DDF7F7AB173C5DDCF9A70E9A28B4096E094AE013D5E0A,0,0,,,,,,no,
COMPON15,0,MISC,,2020,,no,,data/25Items.bif,0x0840007C,182455987F9C7D4F24DAAC685025557D4E7F153360A27950EA22D67110928C60,0,0,,,,,,no,
COMPON16,32,CLOAK,,2020,,no,,data/25Items.bif,0x0840007D,D7AF5730B1B2CE0C8CBE1C17D9D99BA6BF8B031A47B742BAAC01CA18C0CD9484,0,0,,,,,,no,
COMPON17,7,HELMET,helmet,4A42,JB,yes,,data/25Items.bif,0x0840007E,585029A12FE2DC70E9487B0B951DEDF3E129F634C20190961E0007EE4BE157E4,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLJB;WQMJB;WQNJB;WQSJB,WQLJB;WQMJB;WQNJB;WQSJB,,WQLJB;WQMJB;WQNJB;WQSJB,no,
COMPON18,0,MISC,,2020,,no,,data/25Items.bif,0x0840007F,3DD42AD047C261F445618CFE0F8AB2CE7FFD1AF180598AE513315B30D5E2D4C3,0,0,,,,,,no,
COMPON19,0,MISC,,2020,,no,,data/25Items.bif,0x08400080,BE39CC52CD303EDB2F55F8E14880C34BD71BC3BFAD631B04606D4A39FC56415C,0,0,,,,,,no,
COMPS01,20,BGSWORD,weapon,5331,S1,yes,,data/Items.bif,0x001001B0,C69420F1691396347D8393F645B696058019BD17C4986B1D6446317B0B8F515F,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS1;WQMS1;WQNS1;WQSS1,WQLS1;WQMS1;WQNS1;WQSS1,,WQLS1;WQMS1;WQNS1;WQSS1,no,
COMPS02,20,BGSWORD,weapon,5331,S1,yes,,data/Items.bif,0x001001B1,134BB30398A5391225C68A93D8FF883D2FFF3190B9C9DE3B22804D814AE9F8B0,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS1;WQMS1;WQNS1;WQSS1,WQLS1;WQMS1;WQNS1;WQSS1,,WQLS1;WQMS1;WQNS1;WQSS1,no,
COMPS03,20,BGSWORD,weapon,5331,S1,yes,,data/Items.bif,0x001001B2,F15A073BC284FC03D4A1B6F64CCF30874458E7EEE97181733A0660135CF3B0A4,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS1;WQMS1;WQNS1;WQSS1,WQLS1;WQMS1;WQNS1;WQSS1,,WQLS1;WQMS1;WQNS1;WQSS1,no,
COMPS18,20,BGSWORD,weapon,5331,S1,yes,,data/Items.bif,0x001001B3,31A85480F7378635E959E6BC26967CF77BDDF5677431B892F9AA661F3F5DAFFE,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS1;WQMS1;WQNS1;WQSS1,WQLS1;WQMS1;WQNS1;WQSS1,,WQLS1;WQMS1;WQNS1;WQSS1,no,
COMPS34,20,BGSWORD,weapon,5331,S1,yes,,data/Items.bif,0x001001B4,CAF6EA2E09B3A39EB42A1D675C5C0EB0D5BB6F6BD2E7B5BCDAB745076F170817,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS1;WQMS1;WQNS1;WQSS1,WQLS1;WQMS1;WQNS1;WQSS1,,WQLS1;WQMS1;WQNS1;WQSS1,no,
COMPS37,20,BGSWORD,weapon,5331,S1,yes,,data/Items.bif,0x001001B5,B0D938615B45E29A65C7C0C7DEABA9577F72C92186D580A7BFB857366155F681,78,78,0x5000;0x5001;0x5002;0x5003;0x5010;0x5011;0x5012;0x5013;0x5100;0x5101;0x5102;0x5103;0x5110;0x5111;0x5112;0x5113;0x5200;0x5201;0x5202;0x5210;0x5211;0x5212;0x5300;0x5301;0x5302;0x5303;0x5310;0x5311;0x5312;0x5313;0x6000;0x6001;0x6002;0x6003;0x6004;0x6005;0x6010;0x6011;0x6012;0x6013;0x6014;0x6015;0x6100;0x6101;0x6102;0x6103;0x6104;0x6105;0x6110;0x6111;0x6112;0x6113;0x6114;0x6115;0x6200;0x6201;0x6202;0x6204;0x6205;0x6210;0x6211;0x6212;0x6214;0x6215;0x6300;0x6301;0x6302;0x6303;0x6304;0x6305;0x6310;0x6311;0x6312;0x6313;0x6314;0x6315;0x6500;0x6510,WQLS1;WQMS1;WQNS1;WQSS1,WQLS1;WQMS1;WQNS1;WQSS1,,WQLS1;WQMS1;WQNS1;WQSS1,no,
