owner_format,owner_resref,role,icon_resref
ITM,OHBOLT50,item-ground,GBOLT01
ITM,QUIVER02,item-ground,GBOLT01
ITM,QUIVER04,item-ground,GBOLT01
ITM,SAHBOLT,item-ground,GBOLT01
ITM,BOOK01,item-ground,GBOOK01
ITM,BOOK02,item-ground,GBOOK01
ITM,BOOK03,item-ground,GBOOK01
ITM,BOOK04,item-ground,GBOOK01
ITM,BOOK05,item-ground,GBOOK01
ITM,BOOK06,item-ground,GBOOK01
ITM,BOOK07,item-ground,GBOOK01
ITM,BOOK08,item-ground,GBOOK01
ITM,BOOK09,item-ground,GBOOK01
ITM,BOOK10,item-ground,GBOOK01
ITM,BOOK11,item-ground,GBOOK01
ITM,BOOK12,item-ground,GBOOK01
ITM,BOOK13,item-ground,GBOOK01
ITM,BOOK14,item-ground,GBOOK01
ITM,BOOK15,item-ground,GBOOK01
ITM,BOOK16,item-ground,GBOOK01
ITM,BOOK17,item-ground,GBOOK01
ITM,BOOK18,item-ground,GBOOK01
ITM,BOOK19,item-ground,GBOOK01
ITM,BOOK20,item-ground,GBOOK01
ITM,BOOK21,item-ground,GBOOK01
ITM,BOOK22,item-ground,GBOOK01
ITM,BOOK23,item-ground,GBOOK01
ITM,BOOK24,item-ground,GBOOK01
ITM,BOOK25,item-ground,GBOOK01
ITM,BOOK26,item-ground,GBOOK01
ITM,BOOK27,item-ground,GBOOK01
ITM,BOOK28,item-ground,GBOOK01
ITM,BOOK29,item-ground,GBOOK01
ITM,BOOK30,item-ground,GBOOK01
ITM,BOOK31,item-ground,GBOOK01
ITM,BOOK32,item-ground,GBOOK01
ITM,BOOK33,item-ground,GBOOK01
ITM,BOOK34,item-ground,GBOOK01
ITM,BOOK35,item-ground,GBOOK01
ITM,BOOK36,item-ground,GBOOK01
ITM,BOOK37,item-ground,GBOOK01
ITM,BOOK38,item-ground,GBOOK01
ITM,BOOK39,item-ground,GBOOK01
ITM,BOOK40,item-ground,GBOOK01
ITM,BOOK41,item-ground,GBOOK01
ITM,BOOK42,item-ground,GBOOK01
ITM,BOOK43,item-ground,GBOOK01
ITM,BOOK44,item-ground,GBOOK01
ITM,BOOK45,item-ground,GBOOK01
ITM,BOOK46,item-ground,GBOOK01
ITM,BOOK47,item-ground,GBOOK01
ITM,BOOK48,item-ground,GBOOK01
ITM,BOOK49,item-ground,GBOOK01
ITM,BOOK50,item-ground,GBOOK01
ITM,BOOK51,item-ground,GBOOK01
ITM,BOOK52,item-ground,GBOOK01
ITM,BOOK53,item-ground,GBOOK01
ITM,BOOK54,item-ground,GBOOK01
ITM,BOOK55,item-ground,GBOOK01
ITM,BOOK56,item-ground,GBOOK01
ITM,BOOK57,item-ground,GBOOK01
ITM,BOOK58,item-ground,GBOOK01
ITM,BOOK59,item-ground,GBOOK01
ITM,BOOK60,item-ground,GBOOK01
ITM,BOOK61,item-ground,GBOOK01
ITM,BOOK62,item-ground,GBOOK01
ITM,BOOK63,item-ground,GBOOK01
ITM,BOOK64,item-ground,GBOOK01
ITM,BOOK65,item-ground,GBOOK01
ITM,BOOK66,item-ground,GBOOK01
ITM,BOOK67,item-ground,GBOOK01
ITM,BOOK68,item-ground,GBOOK01
ITM,BOOK70,item-ground,GBOOK01
ITM,BOOK71,item-ground,GBOOK01
ITM,BOOK72,item-ground,GBOOK01
ITM,BOOK73,item-ground,GBOOK01
ITM,BOOK74,item-ground,GBOOK01
ITM,BOOK75,item-ground,GBOOK01
ITM,BOOK76,item-ground,GBOOK01
ITM,BOOK77,item-ground,GBOOK01
ITM,BOOK78,item-ground,GBOOK01
ITM,BOOK79,item-ground,GBOOK01
ITM,BOOK80,item-ground,GBOOK01
ITM,BOOK81,item-ground,GBOOK01
ITM,BOOK82,item-ground,GBOOK01
ITM,BOOK83,item-ground,GBOOK01
ITM,BOOK84,item-ground,GBOOK01
ITM,BOOK85,item-ground,GBOOK01
ITM,BOOK86,item-ground,GBOOK01
ITM,BOOK87,item-ground,GBOOK01
ITM,BOOK88,item-ground,GBOOK01
ITM,BOOK89,item-ground,GBOOK01
ITM,BOOK90,item-ground,GBOOK01
ITM,BOOK91,item-ground,GBOOK01
ITM,BOOK92,item-ground,GBOOK01
ITM,BOOK93,item-ground,GBOOK01
ITM,BOOK94,item-ground,GBOOK01
ITM,BOOK95,item-ground,GBOOK01
ITM,BOOK96,item-ground,GBOOK01
ITM,BOOK97,item-ground,GBOOK01
ITM,BOOK98,item-ground,GBOOK01
ITM,BOOKEE,item-ground,GBOOK01
ITM,HGBOOK1,item-ground,GBOOK01
ITM,MISC1F,item-ground,GBOOK01
ITM,MISC3A,item-ground,GBOOK01
ITM,MISC3A1,item-ground,GBOOK01
ITM,MISC3A2,item-ground,GBOOK01
ITM,MISC3A3,item-ground,GBOOK01
ITM,MISC3A4,item-ground,GBOOK01
ITM,MISC3A5,item-ground,GBOOK01
ITM,MISC3A6,item-ground,GBOOK01
ITM,MISC3A7,item-ground,GBOOK01
ITM,MISC3A8,item-ground,GBOOK01
ITM,MISC3A9,item-ground,GBOOK01
ITM,MISC3AA,item-ground,GBOOK01
ITM,MISC71,item-ground,GBOOK01
ITM,MISC7E,item-ground,GBOOK01
ITM,MISC7H,item-ground,GBOOK01
ITM,MISC7I,item-ground,GBOOK01
ITM,MISC7W,item-ground,GBOOK01
ITM,MISC8N,item-ground,GBOOK01
ITM,MISC9C,item-ground,GBOOK01
ITM,MISCA3,item-ground,GBOOK01
ITM,OHBBOOK1,item-ground,GBOOK01
ITM,OHBBOOK2,item-ground,GBOOK01
ITM,OHBBOOK3,item-ground,GBOOK01
ITM,OHBBOOK4,item-ground,GBOOK01
ITM,OHBBOOK5,item-ground,GBOOK01
ITM,OHBBOOK6,item-ground,GBOOK01
ITM,OHDJOUR,item-ground,GBOOK01
ITM,OHHBOOK,item-ground,GBOOK01
ITM,OHHBOOK2,item-ground,GBOOK01
ITM,OHHBOOKA,item-ground,GBOOK01
ITM,OHHBOOKB,item-ground,GBOOK01
ITM,OHHBOOKC,item-ground,GBOOK01
ITM,OHHBOOKD,item-ground,GBOOK01
ITM,OHHBOOKE,item-ground,GBOOK01
ITM,OHHBOOKF,item-ground,GBOOK01
ITM,OHHBOOKG,item-ground,GBOOK01
ITM,OHHBOOKH,item-ground,GBOOK01
ITM,OHHJOUR,item-ground,GBOOK01
ITM,OHNNOTE3,item-ground,GBOOK01
ITM,OHNNOTE4,item-ground,GBOOK01
ITM,OHNNOTE5,item-ground,GBOOK01
ITM,OHRBOOK1,item-ground,GBOOK01
ITM,OHRBOOK2,item-ground,GBOOK01
ITM,PLOT01G,item-ground,GBOOK01
ITM,PLOT01I,item-ground,GBOOK01
ITM,PLOT02F,item-ground,GBOOK01
ITM,PLOT02H,item-ground,GBOOK01
ITM,PLOT04J,item-ground,GBOOK01
ITM,PLOT18B,item-ground,GBOOK01
ITM,SCRL3F,item-ground,GBOOK01
ITM,TOME01,item-ground,GBOOK01
ITM,TOME02,item-ground,GBOOK01
ITM,TOME03,item-ground,GBOOK01
ITM,TOME04,item-ground,GBOOK01
ITM,BOOT01,item-ground,GBOOT01
ITM,BOOT02,item-ground,GBOOT01
ITM,BOOT03,item-ground,GBOOT01
ITM,BOOT04,item-ground,GBOOT01
ITM,BOOT05,item-ground,GBOOT01
ITM,BOOT06,item-ground,GBOOT01
ITM,BOOT07,item-ground,GBOOT01
ITM,BOOT08,item-ground,GBOOT01
ITM,BOOT09,item-ground,GBOOT01
ITM,BOOT10,item-ground,GBOOT01
ITM,BOOT11,item-ground,GBOOT01
ITM,BOOT12,item-ground,GBOOT01
ITM,BOOTDRIZ,item-ground,GBOOT01
ITM,CHAINS,item-ground,GBOOT01
ITM,DASBOOT,item-ground,GBOOT01
ITM,MISC8J,item-ground,GBOOT01
ITM,MISCAI,item-ground,GBOOT01
ITM,MOVE7,item-ground,GBOOT01
ITM,OHRBOOT1,item-ground,GBOOT01
ITM,RSBOOT,item-ground,GBOOT01
ITM,SOUND2MN,item-ground,GBOOT01
ITM,TROLLBOO,item-ground,GBOOT01
ITM,BOW01,item-ground,GBOW01
ITM,BOW02,item-ground,GBOW01
ITM,BOW03,item-ground,GBOW01
ITM,BOW04,item-ground,GBOW01
ITM,BOW07,item-ground,GBOW01
ITM,BOW09,item-ground,GBOW01
ITM,BOW10,item-ground,GBOW01
ITM,BOW11,item-ground,GBOW01
ITM,BOW12,item-ground,GBOW01
ITM,BOW13,item-ground,GBOW01
ITM,BOW16,item-ground,GBOW01
ITM,BOW17,item-ground,GBOW01
ITM,BOW22,item-ground,GBOW01
ITM,BOW23,item-ground,GBOW01
ITM,BOW24,item-ground,GBOW01
ITM,BOW25,item-ground,GBOW01
ITM,BOW98,item-ground,GBOW01
ITM,BOW99,item-ground,GBOW01
ITM,BOWNON,item-ground,GBOW01
ITM,CATTIBOW,item-ground,GBOW01
ITM,COMPB05,item-ground,GBOW01
ITM,COMPB06,item-ground,GBOW01
ITM,COMPB08,item-ground,GBOW01
ITM,COMPB14,item-ground,GBOW01
ITM,COMPB15,item-ground,GBOW01
ITM,COMPB18,item-ground,GBOW01
ITM,COMPB19,item-ground,GBOW01
ITM,COMPB20,item-ground,GBOW01
ITM,COMPB21,item-ground,GBOW01
ITM,COMPB26,item-ground,GBOW01
ITM,FINSOL01,item-ground,GBOW01
ITM,GODBOW,item-ground,GBOW01
ITM,GORWOM2,item-ground,GBOW01
ITM,IBOW03,item-ground,GBOW01
ITM,BOW05,item-ground,GBOW02
ITM,BOW06,item-ground,GBOW02
ITM,BOW08,item-ground,GBOW02
ITM,BOW14,item-ground,GBOW02
ITM,BOW15,item-ground,GBOW02
ITM,BOW18,item-ground,GBOW02
ITM,BOW19,item-ground,GBOW02
ITM,BOW20,item-ground,GBOW02
ITM,BOW21,item-ground,GBOW02
ITM,BOW26,item-ground,GBOW02
ITM,NPBOW,item-ground,GBOW02
ITM,BRAC01,item-ground,GBRAC01
ITM,BRAC02,item-ground,GBRAC01
ITM,BRAC03,item-ground,GBRAC01
ITM,BRAC04,item-ground,GBRAC01
ITM,BRAC05,item-ground,GBRAC01
ITM,BRAC11,item-ground,GBRAC01
ITM,BRAC12,item-ground,GBRAC01
ITM,BRAC13,item-ground,GBRAC01
ITM,BRAC14,item-ground,GBRAC01
ITM,BRAC15,item-ground,GBRAC01
ITM,BRAC16,item-ground,GBRAC01
ITM,BRAC22,item-ground,GBRAC01
ITM,BRAC23,item-ground,GBRAC01
ITM,BRAC26,item-ground,GBRAC01
ITM,MAGEBRAC,item-ground,GBRAC01
ITM,OHBBRAC1,item-ground,GBRAC01
ITM,BRAC06,item-ground,GBRAC06
ITM,BRAC07,item-ground,GBRAC06
ITM,BRAC08,item-ground,GBRAC06
ITM,BRAC09,item-ground,GBRAC06
ITM,BRAC10,item-ground,GBRAC06
ITM,BRAC17,item-ground,GBRAC06
ITM,BRAC18,item-ground,GBRAC06
ITM,BRAC19,item-ground,GBRAC06
ITM,BRAC20,item-ground,GBRAC06
ITM,BRAC21,item-ground,GBRAC06
ITM,BRAC24,item-ground,GBRAC06
ITM,BRAC25,item-ground,GBRAC06
ITM,NPMISC2,item-ground,GBRAC06
ITM,OHBGLOV1,item-ground,GBRAC06
ITM,OHRBRAC1,item-ground,GBRAC06
ITM,RSBRAC,item-ground,GBRAC06
ITM,OHSHLD50,item-ground,GBSHLD
ITM,OHSHLD51,item-ground,GBSHLD
ITM,SHLD08,item-ground,GBSHLD
ITM,SHLD09,item-ground,GBSHLD
ITM,SHLD10,item-ground,GBSHLD
ITM,SHLD17,item-ground,GBSHLD
ITM,ENEBLADE,item-ground,GBULL01
ITM,FIRESEED,item-ground,GBULL01
ITM,GBERRY,item-ground,GBULL01
ITM,MELFMET,item-ground,GBULL01
ITM,SORB,item-ground,GBULL01
ITM,BULL01,item-ground,GBULL03
ITM,BULL02,item-ground,GBULL03
ITM,BULL03,item-ground,GBULL03
ITM,BULL04,item-ground,GBULL03
ITM,BULL05,item-ground,GBULL03
ITM,BULL06,item-ground,GBULL03
ITM,DART06,item-ground,GBULL03
ITM,DART07,item-ground,GBULL03
ITM,CHAN01,item-ground,GCHAN01
ITM,CHAN02,item-ground,GCHAN01
ITM,CHAN03,item-ground,GCHAN01
ITM,CHAN04,item-ground,GCHAN01
ITM,CHAN05,item-ground,GCHAN01
ITM,CHAN06,item-ground,GCHAN01
ITM,CHAN07,item-ground,GCHAN01
ITM,CHAN08,item-ground,GCHAN01
ITM,CHAN09,item-ground,GCHAN01
ITM,CHAN10,item-ground,GCHAN01
ITM,CHAN11,item-ground,GCHAN01
ITM,CHAN12,item-ground,GCHAN01
ITM,CHAN13,item-ground,GCHAN01
ITM,CHAN14,item-ground,GCHAN01
ITM,CHAN15,item-ground,GCHAN01
ITM,CHAN16,item-ground,GCHAN01
ITM,CHAN17,item-ground,GCHAN01
ITM,CHAN18,item-ground,GCHAN01
ITM,CHAN19,item-ground,GCHAN01
ITM,CHAN20,item-ground,GCHAN01
ITM,CHAN21,item-ground,GCHAN01
ITM,CLOLTH,item-ground,GCHAN01
ITM,DWCHAN01,item-ground,GCHAN01
ITM,DWCHAN02,item-ground,GCHAN01
ITM,ICHAN01,item-ground,GCHAN01
ITM,ICHAN04,item-ground,GCHAN01
ITM,OHCHAN50,item-ground,GCHAN01
ITM,SHARARM,item-ground,GCHAN01
ITM,TAMCHAIN,item-ground,GCHAN01
ITM,VISCHAN1,item-ground,GCHAN01
ITM,VISCHAN2,item-ground,GCHAN01
ITM,CLCK01,item-ground,GCLCK01
ITM,CLCK02,item-ground,GCLCK01
ITM,CLCK03,item-ground,GCLCK01
ITM,CLCK04,item-ground,GCLCK01
ITM,CLCK05,item-ground,GCLCK01
ITM,CLCK06,item-ground,GCLCK01
ITM,CLCK07,item-ground,GCLCK01
ITM,CLCK08,item-ground,GCLCK01
ITM,CLCK20,item-ground,GCLCK01
ITM,CLCK21,item-ground,GCLCK01
ITM,CLCK22,item-ground,GCLCK01
ITM,CLCK23,item-ground,GCLCK01
ITM,CLCK24,item-ground,GCLCK01
ITM,CLCK25,item-ground,GCLCK01
ITM,CLCK26,item-ground,GCLCK01
ITM,CLCK27,item-ground,GCLCK01
ITM,CLCK28,item-ground,GCLCK01
ITM,CLCK30,item-ground,GCLCK01
ITM,CLCK31,item-ground,GCLCK01
ITM,CLCK32,item-ground,GCLCK01
ITM,COMPON16,item-ground,GCLCK01
ITM,DWCLCK01,item-ground,GCLCK01
ITM,MISC9W,item-ground,GCLCK01
ITM,NPCLCK,item-ground,GCLCK01
ITM,OHBCLCK1,item-ground,GCLCK01
ITM,OHHCLOAK,item-ground,GCLCK01
ITM,OHRCLCK1,item-ground,GCLCK01
ITM,OHRCLCK2,item-ground,GCLCK01
ITM,OHRCLCK3,item-ground,GCLCK01
ITM,OHRCLCK4,item-ground,GCLCK01
ITM,BDROBE05,item-ground,GCLCK02
ITM,CLCK09,item-ground,GCLCK02
ITM,CLCK10,item-ground,GCLCK02
ITM,CLCK11,item-ground,GCLCK02
ITM,CLCK12,item-ground,GCLCK02
ITM,CLCK13,item-ground,GCLCK02
ITM,CLCK14,item-ground,GCLCK02
ITM,CLCK15,item-ground,GCLCK02
ITM,CLCK16,item-ground,GCLCK02
ITM,CLCK17,item-ground,GCLCK02
ITM,CLCK18,item-ground,GCLCK02
ITM,CLCK19,item-ground,GCLCK02
ITM,CLCK29,item-ground,GCLCK02
ITM,HGWRA02,item-ground,GCLCK02
ITM,OHBNOSHU,item-ground,GCLCK02
ITM,OHHSHROU,item-ground,GCLCK02
ITM,OHNROBE1,item-ground,GCLCK02
ITM,OHNROBE2,item-ground,GCLCK02
ITM,OHNROBE3,item-ground,GCLCK02
ITM,VISCLCK1,item-ground,GCLCK02
ITM,VISCLCK2,item-ground,GCLCK02
ITM,VISCLCK3,item-ground,GCLCK02
ITM,VISCLCK4,item-ground,GCLCK02
ITM,VISCLCK5,item-ground,GCLCK02
ITM,WA2ROBE,item-ground,GCLCK02
ITM,XZARCLCK,item-ground,GCLCK02
ITM,MISC6V,item-ground,GCRATE01
ITM,CDNEBDAG,item-ground,GDAGG01
ITM,DAGG01,item-ground,GDAGG01
ITM,DAGG02,item-ground,GDAGG01
ITM,DAGG03,item-ground,GDAGG01
ITM,DAGG04,item-ground,GDAGG01
ITM,DAGG05,item-ground,GDAGG01
ITM,DAGG06,item-ground,GDAGG01
ITM,DAGG07,item-ground,GDAGG01
ITM,DAGG08,item-ground,GDAGG01
ITM,DAGG09,item-ground,GDAGG01
ITM,DAGG10,item-ground,GDAGG01
ITM,DAGG11,item-ground,GDAGG01
ITM,DAGG12,item-ground,GDAGG01
ITM,DAGG13,item-ground,GDAGG01
ITM,DAGG14,item-ground,GDAGG01
ITM,DAGG15,item-ground,GDAGG01
ITM,DAGG16,item-ground,GDAGG01
ITM,DAGG17,item-ground,GDAGG01
ITM,DAGG18,item-ground,GDAGG01
ITM,DAGG19,item-ground,GDAGG01
ITM,DAGG20,item-ground,GDAGG01
ITM,DAGG21,item-ground,GDAGG01
ITM,DAGG22,item-ground,GDAGG01
ITM,DAGG23,item-ground,GDAGG01
ITM,DAGG24,item-ground,GDAGG01
ITM,DAGGSHIT,item-ground,GDAGG01
ITM,MISC4U,item-ground,GDAGG01
ITM,MISC72,item-ground,GDAGG01
ITM,MISC75,item-ground,GDAGG01
ITM,NEBDAG,item-ground,GDAGG01
ITM,OHBDAGG1,item-ground,GDAGG01
ITM,OHHCLAW,item-ground,GDAGG01
ITM,OHHDAG01,item-ground,GDAGG01
ITM,OHHPHREY,item-ground,GDAGG01
ITM,RAVAG02,item-ground,GDAGG01
ITM,SW1H57,item-ground,GDAGG01
ITM,BDDART01,item-ground,GDART01
ITM,DART01,item-ground,GDART01
ITM,DART02,item-ground,GDART01
ITM,DART03,item-ground,GDART01
ITM,DART04,item-ground,GDART01
ITM,DART05,item-ground,GDART01
ITM,DART08,item-ground,GDART01
ITM,DARTMEL,item-ground,GDART01
ITM,IDART01,item-ground,GDART01
ITM,OHDART50,item-ground,GDART01
ITM,OHDART51,item-ground,GDART01
ITM,STARDART,item-ground,GDART01
ITM,AMSOUL01,item-ground,GGEM01
ITM,COMPON14,item-ground,GGEM01
ITM,DMGEM1,item-ground,GGEM01
ITM,HELM18,item-ground,GGEM01
ITM,HELM19,item-ground,GGEM01
ITM,HELM20,item-ground,GGEM01
ITM,HELM23,item-ground,GGEM01
ITM,HELM24,item-ground,GGEM01
ITM,HELM25,item-ground,GGEM01
ITM,HELM26,item-ground,GGEM01
ITM,HELM27,item-ground,GGEM01
ITM,HELM34,item-ground,GGEM01
ITM,HGSTONE,item-ground,GGEM01
ITM,MISC16,item-ground,GGEM01
ITM,MISC17,item-ground,GGEM01
ITM,MISC18,item-ground,GGEM01
ITM,MISC19,item-ground,GGEM01
ITM,MISC20,item-ground,GGEM01
ITM,MISC21,item-ground,GGEM01
ITM,MISC22,item-ground,GGEM01
ITM,MISC23,item-ground,GGEM01
ITM,MISC24,item-ground,GGEM01
ITM,MISC25,item-ground,GGEM01
ITM,MISC26,item-ground,GGEM01
ITM,MISC27,item-ground,GGEM01
ITM,MISC28,item-ground,GGEM01
ITM,MISC29,item-ground,GGEM01
ITM,MISC30,item-ground,GGEM01
ITM,MISC31,item-ground,GGEM01
ITM,MISC32,item-ground,GGEM01
ITM,MISC33,item-ground,GGEM01
ITM,MISC34,item-ground,GGEM01
ITM,MISC35,item-ground,GGEM01
ITM,MISC36,item-ground,GGEM01
ITM,MISC37,item-ground,GGEM01
ITM,MISC38,item-ground,GGEM01
ITM,MISC39,item-ground,GGEM01
ITM,MISC40,item-ground,GGEM01
ITM,MISC41,item-ground,GGEM01
ITM,MISC42,item-ground,GGEM01
ITM,MISC43,item-ground,GGEM01
ITM,MISC44,item-ground,GGEM01
ITM,MISC45,item-ground,GGEM01
ITM,MISC6N,item-ground,GGEM01
ITM,MISC6O,item-ground,GGEM01
ITM,MISC6T,item-ground,GGEM01
ITM,MISC6Z,item-ground,GGEM01
ITM,OHDCRYST,item-ground,GGEM01
ITM,OHRSCRL1,item-ground,GGEM01
ITM,PLOT02C,item-ground,GGEM01
ITM,PLOT02D,item-ground,GGEM01
ITM,PLOT02E,item-ground,GGEM01
ITM,SW1H54C,item-ground,GGEM01
ITM,TTGEM01,item-ground,GGEM01
ITM,TTGEM02,item-ground,GGEM01
ITM,TTTREAS,item-ground,GGEM01
ITM,DWHALB01,item-ground,GHALB01
ITM,HALB01,item-ground,GHALB01
ITM,HALB02,item-ground,GHALB01
ITM,HALB03,item-ground,GHALB01
ITM,HALB04,item-ground,GHALB01
ITM,HALB05,item-ground,GHALB01
ITM,HALB06,item-ground,GHALB01
ITM,HALB07,item-ground,GHALB01
ITM,HALB08,item-ground,GHALB01
ITM,HALB09,item-ground,GHALB01
ITM,HALB10,item-ground,GHALB01
ITM,HALB11,item-ground,GHALB01
ITM,HALB12,item-ground,GHALB01
ITM,HALBRD01,item-ground,GHALB01
ITM,HALBSHA,item-ground,GHALB01
ITM,PLYFLIND,item-ground,GHALB01
ITM,WA2HALB,item-ground,GHALB01
ITM,AEGIS,item-ground,GHAMM01
ITM,AEGIS2,item-ground,GHAMM01
ITM,BDHAMM02,item-ground,GHAMM01
ITM,GIAFIR,item-ground,GHAMM01
ITM,HAMM01,item-ground,GHAMM01
ITM,HAMM02,item-ground,GHAMM01
ITM,HAMM03,item-ground,GHAMM01
ITM,HAMM04,item-ground,GHAMM01
ITM,HAMM05,item-ground,GHAMM01
ITM,HAMM06,item-ground,GHAMM01
ITM,HAMM07,item-ground,GHAMM01
ITM,HAMM08,item-ground,GHAMM01
ITM,HAMM09,item-ground,GHAMM01
ITM,HAMM10,item-ground,GHAMM01
ITM,HAMM11,item-ground,GHAMM01
ITM,HAMM12,item-ground,GHAMM01
ITM,IHAMM01,item-ground,GHAMM01
ITM,OHNHAMM1,item-ground,GHAMM01
ITM,BDHELM09,item-ground,GHELM01
ITM,CHALHELM,item-ground,GHELM01
ITM,COMPON05,item-ground,GHELM01
ITM,DHELM01,item-ground,GHELM01
ITM,ELFHELM,item-ground,GHELM01
ITM,HELM01,item-ground,GHELM01
ITM,HELM02,item-ground,GHELM01
ITM,HELM03,item-ground,GHELM01
ITM,HELM04,item-ground,GHELM01
ITM,HELM05,item-ground,GHELM01
ITM,HELM06,item-ground,GHELM01
ITM,HELM07,item-ground,GHELM01
ITM,HELM08,item-ground,GHELM01
ITM,HELM09,item-ground,GHELM01
ITM,HELM10,item-ground,GHELM01
ITM,HELM11,item-ground,GHELM01
ITM,HELM12,item-ground,GHELM01
ITM,HELM13,item-ground,GHELM01
ITM,HELM14,item-ground,GHELM01
ITM,HELM15,item-ground,GHELM01
ITM,HELM16,item-ground,GHELM01
ITM,HELM17,item-ground,GHELM01
ITM,HELM21,item-ground,GHELM01
ITM,HELM22,item-ground,GHELM01
ITM,HELM31,item-ground,GHELM01
ITM,HELM32,item-ground,GHELM01
ITM,HELM33,item-ground,GHELM01
ITM,HELMSKWA,item-ground,GHELM01
ITM,IHELM01,item-ground,GHELM01
ITM,IHELM10,item-ground,GHELM01
ITM,MISC9P,item-ground,GHELM01
ITM,MISCA6,item-ground,GHELM01
ITM,OHHCASQ,item-ground,GHELM01
ITM,OHREYEB,item-ground,GHELM01
ITM,PALHELM,item-ground,GHELM01
ITM,WA2HELM,item-ground,GHELM01
ITM,DLEAT10,item-ground,GLEAT01
ITM,ILEAT04,item-ground,GLEAT01
ITM,LEAT01,item-ground,GLEAT01
ITM,LEAT02,item-ground,GLEAT01
ITM,LEAT03,item-ground,GLEAT01
ITM,LEAT04,item-ground,GLEAT01
ITM,LEAT05,item-ground,GLEAT01
ITM,LEAT06,item-ground,GLEAT01
ITM,LEAT07,item-ground,GLEAT01
ITM,LEAT08,item-ground,GLEAT01
ITM,LEAT09,item-ground,GLEAT01
ITM,LEAT10,item-ground,GLEAT01
ITM,LEAT11,item-ground,GLEAT01
ITM,LEAT12,item-ground,GLEAT01
ITM,LEAT13,item-ground,GLEAT01
ITM,LEAT14,item-ground,GLEAT01
ITM,LEAT15,item-ground,GLEAT01
ITM,LEAT16,item-ground,GLEAT01
ITM,LEAT17,item-ground,GLEAT01
ITM,LEAT18,item-ground,GLEAT01
ITM,LEAT19,item-ground,GLEAT01
ITM,LEAT20,item-ground,GLEAT01
ITM,LEAT21,item-ground,GLEAT01
ITM,LEAT22,item-ground,GLEAT01
ITM,LEAT23,item-ground,GLEAT01
ITM,LEAT24,item-ground,GLEAT01
ITM,MISC5G,item-ground,GLEAT01
ITM,NPARM,item-ground,GLEAT01
ITM,NPCHAN,item-ground,GLEAT01
ITM,OHLEAT50,item-ground,GLEAT01
ITM,OHLEAT51,item-ground,GLEAT01
ITM,OHLEAT52,item-ground,GLEAT01
ITM,OHLEAT53,item-ground,GLEAT01
ITM,TTLEAT,item-ground,GLEAT01
ITM,VISLEAT1,item-ground,GLEAT01
ITM,VISLEAT2,item-ground,GLEAT01
ITM,SHLD05,item-ground,GLSHLD
ITM,SHLD06,item-ground,GLSHLD
ITM,SHLD07,item-ground,GLSHLD
ITM,SHLD15,item-ground,GLSHLD
ITM,SHLD16,item-ground,GLSHLD
ITM,SHLD19,item-ground,GLSHLD
ITM,SHLD23,item-ground,GLSHLD
ITM,SHLD24,item-ground,GLSHLD
ITM,SHLD30,item-ground,GLSHLD
ITM,SHLD31,item-ground,GLSHLD
ITM,MISC01,item-ground,GMISC01
ITM,TBAG01,item-ground,GMISC01
ITM,TBAG01NA,item-ground,GMISC01
ITM,MISC02,item-ground,GMISC02
ITM,MISC03,item-ground,GMISC03
ITM,MISC12,item-ground,GMISC12
ITM,MISC2P,item-ground,GMISC2P
ITM,MISC3M,item-ground,GMISC2P
ITM,MISC3N,item-ground,GMISC2P
ITM,MISC3O,item-ground,GMISC2P
ITM,MISCBR,item-ground,GMISC2P
ITM,WA2HARP,item-ground,GMISC2P
ITM,MISC54,item-ground,GMISC54
ITM,MISC67,item-ground,GMISC54
ITM,MISC68,item-ground,GMISC54
ITM,MISC55,item-ground,GMISC55
ITM,MISC79,item-ground,GMISC79
ITM,OHBCOM04,item-ground,GMISC7Z
ITM,MISC13,item-ground,GMISC80
ITM,MISC1E,item-ground,GMISC80
ITM,MISC5F,item-ground,GMISC80
ITM,MISC5M,item-ground,GMISC80
ITM,MISC5U,item-ground,GMISC80
ITM,MISC65,item-ground,GMISC80
ITM,MISC6Q,item-ground,GMISC80
ITM,MISC7L,item-ground,GMISC80
ITM,MISC80,item-ground,GMISC80
ITM,MISC90,item-ground,GMISC80
ITM,MISCBL,item-ground,GMISC80
ITM,MISCBM,item-ground,GMISC80
ITM,MISCBN,item-ground,GMISC80
ITM,MISCBO,item-ground,GMISC80
ITM,KEY01,item-ground,GMISC83
ITM,KEY02,item-ground,GMISC83
ITM,KEY03,item-ground,GMISC83
ITM,KEY04,item-ground,GMISC83
ITM,KEY05,item-ground,GMISC83
ITM,KEY06,item-ground,GMISC83
ITM,KEY07,item-ground,GMISC83
ITM,KEY08,item-ground,GMISC83
ITM,KEY09,item-ground,GMISC83
ITM,KEY10,item-ground,GMISC83
ITM,KEY11,item-ground,GMISC83
ITM,KEY12,item-ground,GMISC83
ITM,KEY13,item-ground,GMISC83
ITM,KEY21,item-ground,GMISC83
ITM,KEY22,item-ground,GMISC83
ITM,KEY23,item-ground,GMISC83
ITM,KEY24,item-ground,GMISC83
ITM,KEY25,item-ground,GMISC83
ITM,KEY26,item-ground,GMISC83
ITM,KEY27,item-ground,GMISC83
ITM,KEY28,item-ground,GMISC83
ITM,KEY29,item-ground,GMISC83
ITM,MISC4B,item-ground,GMISC83
ITM,MISC4O,item-ground,GMISC83
ITM,MISC4P,item-ground,GMISC83
